"Unnamed: 0","date","home_team","away_team","home_score","away_score","tournament"
1502,"1932-06-17","Norway","Finland",2,1,"Nordic Championship"
1503,"1932-06-19","Denmark","Sweden",3,1,"Nordic Championship"
1504,"1932-06-19","Switzerland","Hungary",3,1,"Central European International Cup"
1505,"1932-06-26","Bulgaria","Romania",2,0,"Balkan Cup"
1506,"1932-06-26","Yugoslavia","Greece",7,1,"Balkan Cup"
1507,"1932-06-28","Greece","Romania",0,3,"Balkan Cup"
1508,"1932-06-29","Lithuania","Latvia",2,3,"Friendly"
1509,"1932-06-30","Yugoslavia","Bulgaria",2,3,"Balkan Cup"
1510,"1932-07-01","Finland","Germany",1,4,"Friendly"
1511,"1932-07-01","Sweden","Norway",1,4,"Nordic Championship"
1512,"1932-07-02","Bulgaria","Greece",2,0,"Balkan Cup"
1513,"1932-07-03","Yugoslavia","Romania",3,1,"Balkan Cup"
1514,"1932-07-10","Poland","Sweden",2,0,"Friendly"
1515,"1932-07-13","Latvia","Sweden",0,0,"Friendly"
1516,"1932-07-15","Estonia","Sweden",1,3,"Friendly"
1517,"1932-07-17","Sweden","Austria",3,4,"Friendly"
1518,"1932-07-24","Latvia","Lithuania",2,1,"Friendly"
1519,"1932-08-06","Lithuania","Estonia",1,0,"Friendly"
1520,"1932-08-17","Estonia","Finland",0,3,"Friendly"
1521,"1932-08-25","Uganda","Kenya",13,1,"Friendly"
1522,"1932-08-28","Latvia","Lithuania",4,1,"Baltic Cup"
1523,"1932-08-29","Estonia","Lithuania",1,2,"Baltic Cup"
1524,"1932-08-30","Finland","Denmark",4,2,"Nordic Championship"
1525,"1932-08-30","Latvia","Estonia",1,0,"Baltic Cup"
1526,"1932-09-11","Lithuania","Latvia",1,0,"Friendly"
1527,"1932-09-17","Northern Ireland","Scotland",0,4,"British Home Championship"
1528,"1932-09-18","Hungary","Czechoslovakia",2,1,"Central European International Cup"
1529,"1932-09-25","Germany","Sweden",4,3,"Friendly"
1530,"1932-09-25","Norway","Denmark",1,2,"Nordic Championship"
1531,"1932-09-25","Sweden","Lithuania",8,1,"Friendly"
1532,"1932-10-02","Hungary","Austria",2,3,"Friendly"
1533,"1932-10-02","Poland","Latvia",2,1,"Friendly"
1534,"1932-10-02","Romania","Poland",0,5,"Friendly"
1535,"1932-10-09","Czechoslovakia","Yugoslavia",2,1,"Friendly"
1536,"1932-10-17","England","Northern Ireland",1,0,"British Home Championship"
1537,"1932-10-23","Austria","Switzerland",3,1,"Central European International Cup"
1538,"1932-10-26","Scotland","Wales",2,5,"British Home Championship"
1539,"1932-10-28","Czechoslovakia","Italy",2,1,"Central European International Cup"
1540,"1932-10-30","Hungary","Germany",2,1,"Friendly"
1541,"1932-11-04","Turkey","Bulgaria",2,3,"Friendly"
1542,"1932-11-06","Switzerland","Sweden",2,1,"Friendly"
1543,"1932-11-16","Wales","England",0,0,"British Home Championship"
1544,"1932-11-27","Italy","Hungary",4,2,"Friendly"
1545,"1932-12-04","Germany","Netherlands",0,2,"Friendly"
1546,"1932-12-04","Uruguay","Brazil",1,2,"Copa Rio Branco"
1547,"1932-12-07","England","Austria",4,3,"Friendly"
1548,"1932-12-07","Wales","Northern Ireland",4,1,"British Home Championship"
1549,"1932-12-11","Belgium","Austria",1,6,"Friendly"
1550,"1933-01-01","Italy","Germany",3,1,"Friendly"
1551,"1933-01-21","Uruguay","Argentina",2,1,"Friendly"
1552,"1933-01-22","Netherlands","Switzerland",0,2,"Friendly"
1553,"1933-01-29","Portugal","Hungary",1,0,"Friendly"
1554,"1933-02-05","Argentina","Uruguay",4,1,"Friendly"
1555,"1933-02-12","Belgium","Italy",2,3,"Friendly"
1556,"1933-02-12","France","Austria",0,4,"Friendly"
1557,"1933-03-05","Netherlands","Hungary",1,2,"Friendly"
1558,"1933-03-12","Switzerland","Belgium",3,3,"Friendly"
1559,"1933-03-19","Germany","France",3,3,"Friendly"
1560,"1933-03-19","Hungary","Czechoslovakia",2,0,"Friendly"
1561,"1933-03-26","France","Belgium",3,0,"Friendly"
1562,"1933-04-01","Scotland","England",2,1,"British Home Championship"
1563,"1933-04-02","Spain","Portugal",3,0,"Friendly"
1564,"1933-04-02","Switzerland","Italy",0,3,"Central European International Cup"
1565,"1933-04-09","Austria","Czechoslovakia",1,2,"Friendly"
1566,"1933-04-09","Belgium","Netherlands",1,3,"Friendly"
1567,"1933-04-23","France","Spain",1,0,"Friendly"
1568,"1933-04-30","Hungary","Austria",1,1,"Friendly"
1569,"1933-04-30","Yugoslavia","Spain",1,1,"Friendly"
1570,"1933-05-07","Italy","Czechoslovakia",2,0,"Central European International Cup"
1571,"1933-05-07","Netherlands","Belgium",1,2,"Friendly"
1572,"1933-05-07","Switzerland","Yugoslavia",4,1,"Friendly"
1573,"1933-05-13","Italy","England",1,1,"Friendly"
1574,"1933-05-20","Switzerland","England",0,4,"Friendly"
1575,"1933-05-21","Spain","Bulgaria",13,0,"Friendly"
1576,"1933-05-25","France","Wales",1,1,"Friendly"
1577,"1933-05-28","Latvia","Estonia",2,0,"Friendly"
1578,"1933-06-03","Greece","Yugoslavia",3,5,"Balkan Cup"
1579,"1933-06-04","Poland","Belgium",0,1,"Friendly"
1580,"1933-06-04","Romania","Bulgaria",7,0,"Balkan Cup"
1581,"1933-06-05","Australia","New Zealand",4,2,"Friendly"
1582,"1933-06-07","Bulgaria","Yugoslavia",0,4,"Balkan Cup"
1583,"1933-06-10","Bulgaria","Greece",2,0,"Balkan Cup"
1584,"1933-06-10","Czechoslovakia","France",4,0,"Friendly"
1585,"1933-06-11","Austria","Belgium",4,1,"Friendly"
1586,"1933-06-11","Denmark","Norway",2,2,"Nordic Championship"
1587,"1933-06-11","Romania","Yugoslavia",5,0,"Balkan Cup"
1588,"1933-06-11","Sweden","Estonia",6,2,"FIFA World Cup qualification"
1589,"1933-06-12","Latvia","Lithuania",6,2,"Friendly"
1590,"1933-06-17","Australia","New Zealand",6,4,"Friendly"
1591,"1933-06-18","Sweden","Denmark",2,3,"Nordic Championship"
1592,"1933-06-24","Australia","New Zealand",4,2,"Friendly"
1593,"1933-06-29","Lithuania","Sweden",0,2,"FIFA World Cup qualification"
1594,"1933-07-02","Sweden","Hungary",5,2,"Friendly"
1595,"1933-07-04","Latvia","Sweden",1,1,"Friendly"
1596,"1933-07-14","Sweden","Finland",2,0,"Nordic Championship"
1597,"1933-07-20","Estonia","Lithuania",2,1,"Friendly"
1598,"1933-08-06","Yugoslavia","Czechoslovakia",2,1,"Friendly"
1599,"1933-08-09","Estonia","Latvia",2,1,"Friendly"
1600,"1933-08-09","Finland","Lithuania",9,2,"Friendly"
1601,"1933-08-16","Finland","Estonia",2,1,"Friendly"
1602,"1933-09-02","Lithuania","Estonia",1,1,"Baltic Cup"
1603,"1933-09-03","Estonia","Latvia",0,1,"Baltic Cup"
1604,"1933-09-03","Finland","Norway",1,5,"Nordic Championship"
1605,"1933-09-04","Lithuania","Latvia",2,2,"Baltic Cup"
1606,"1933-09-05","Lithuania","Estonia",0,5,"Friendly"
1607,"1933-09-10","Poland","Yugoslavia",4,3,"Friendly"
1608,"1933-09-16","Scotland","Northern Ireland",1,2,"British Home Championship"
1609,"1933-09-17","Czechoslovakia","Austria",3,3,"Friendly"
1610,"1933-09-17","Hungary","Switzerland",3,0,"Central European International Cup"
1611,"1933-09-24","Norway","Sweden",0,1,"Nordic Championship"
1612,"1933-09-24","Yugoslavia","Switzerland",2,2,"FIFA World Cup qualification"
1613,"1933-10-01","Austria","Hungary",2,2,"Friendly"
1614,"1933-10-04","Wales","Scotland",3,2,"British Home Championship"
1615,"1933-10-04","Silesia","Poland",1,2,"Friendly"
1616,"1933-10-08","Aruba","Curaçao",1,3,"Friendly"
1617,"1933-10-08","Denmark","Finland",2,0,"Nordic Championship"
1618,"1933-10-11","Aruba","Curaçao",0,2,"Friendly"
1619,"1933-10-14","Northern Ireland","England",0,3,"British Home Championship"
1620,"1933-10-15","Poland","Czechoslovakia",1,2,"FIFA World Cup qualification"
1621,"1933-10-22","Germany","Belgium",8,1,"Friendly"
1622,"1933-10-22","Hungary","Italy",0,1,"Central European International Cup"
1623,"1933-10-23","Trinidad and Tobago","Barbados",8,4,"Friendly"
1624,"1933-10-24","Trinidad and Tobago","Guyana",2,0,"Friendly"
1625,"1933-10-25","Barbados","Guyana",0,2,"Friendly"
1626,"1933-10-27","Trinidad and Tobago","Guyana",1,1,"Friendly"
1627,"1933-10-29","Switzerland","Romania",2,2,"FIFA World Cup qualification"
1628,"1933-10-30","Trinidad and Tobago","Barbados",3,1,"Friendly"
1629,"1933-11-02","Trinidad and Tobago","Guyana",1,0,"Friendly"
1630,"1933-11-03","Barbados","Guyana",2,5,"Friendly"
1631,"1933-11-04","Northern Ireland","Wales",1,1,"British Home Championship"
1632,"1933-11-05","Germany","Norway",2,2,"Friendly"
1633,"1933-11-05","Trinidad and Tobago","Barbados",6,0,"Friendly"
1634,"1933-11-15","England","Wales",1,2,"British Home Championship"
1635,"1933-11-19","Switzerland","Germany",0,2,"Friendly"
1636,"1933-11-26","Belgium","Denmark",2,2,"Friendly"
1637,"1933-11-29","Scotland","Austria",2,2,"Friendly"
1638,"1933-12-03","Germany","Poland",1,0,"Friendly"
1639,"1933-12-03","Italy","Switzerland",5,2,"Central European International Cup"
1640,"1933-12-06","England","France",4,1,"Friendly"
1641,"1933-12-10","Netherlands","Austria",0,1,"Friendly"
1642,"1933-12-14","Uruguay","Argentina",0,1,"Friendly"
1643,"1934-01-14","Germany","Hungary",3,1,"Friendly"
1644,"1934-01-21","Belgium","France",2,3,"Friendly"
1645,"1934-01-28","Haiti","Cuba",1,3,"FIFA World Cup qualification"
1646,"1934-02-01","Haiti","Cuba",1,1,"FIFA World Cup qualification"
1647,"1934-02-02","Catalonia","Spain",0,2,"Friendly"
1648,"1934-02-04","Haiti","Cuba",0,6,"FIFA World Cup qualification"
1649,"1934-02-11","Italy","Austria",2,4,"Central European International Cup"
1650,"1934-02-25","Republic of Ireland","Belgium",4,4,"FIFA World Cup qualification"
1651,"1934-03-04","Mexico","Cuba",3,2,"FIFA World Cup qualification"
1652,"1934-03-11","France","Switzerland",0,1,"Friendly"
1653,"1934-03-11","Luxembourg","Germany",1,9,"FIFA World Cup qualification"
1654,"1934-03-11","Mexico","Cuba",5,0,"FIFA World Cup qualification"
1655,"1934-03-11","Netherlands","Belgium",9,3,"Friendly"
1656,"1934-03-11","Spain","Portugal",9,0,"FIFA World Cup qualification"
1657,"1934-03-13","Guadeloupe","Martinique",0,6,"Friendly"
1658,"1934-03-16","Egypt","Israel",7,1,"FIFA World Cup qualification"
1659,"1934-03-18","Bulgaria","Yugoslavia",1,2,"Friendly"
1660,"1934-03-18","Mexico","Cuba",4,1,"FIFA World Cup qualification"
1661,"1934-03-18","Portugal","Spain",1,2,"FIFA World Cup qualification"
1662,"1934-03-25","Bulgaria","Hungary",1,4,"FIFA World Cup qualification"
1663,"1934-03-25","France","Czechoslovakia",1,2,"Friendly"
1664,"1934-03-25","Italy","Greece",4,0,"FIFA World Cup qualification"
1665,"1934-03-25","Switzerland","Austria",2,3,"Central European International Cup"
1666,"1934-04-01","Yugoslavia","Bulgaria",2,3,"Friendly"
1667,"1934-04-06","Israel","Egypt",1,4,"FIFA World Cup qualification"
1668,"1934-04-08","Netherlands","Republic of Ireland",5,2,"FIFA World Cup qualification"
1669,"1934-04-14","England","Scotland",3,0,"British Home Championship"
1670,"1934-04-15","Austria","Hungary",5,2,"Friendly"
1671,"1934-04-15","Luxembourg","France",1,6,"FIFA World Cup qualification"
1672,"1934-04-25","Austria","Bulgaria",6,1,"FIFA World Cup qualification"
1673,"1934-04-29","Hungary","Bulgaria",4,1,"FIFA World Cup qualification"
1674,"1934-04-29","Belgium","Netherlands",2,4,"FIFA World Cup qualification"
1675,"1934-04-29","Czechoslovakia","Hungary",2,2,"Central European International Cup"
1676,"1934-04-29","Romania","Yugoslavia",2,1,"FIFA World Cup qualification"
1677,"1934-05-10","Hungary","England",2,1,"Friendly"
1678,"1934-05-10","Netherlands","France",4,5,"Friendly"
1679,"1934-05-12","Philippines","China PR",0,2,"Friendly"
1680,"1934-05-13","Japan","Indonesia",1,7,"Friendly"
1681,"1934-05-14","China PR","Indonesia",2,0,"Friendly"
1682,"1934-05-16","Czechoslovakia","England",2,1,"Friendly"
1683,"1934-05-19","Philippines","Indonesia",3,2,"Friendly"
1684,"1934-05-20","China PR","Japan",4,3,"Friendly"
1685,"1934-05-21","Denmark","Poland",4,2,"Friendly"
1686,"1934-05-23","Sweden","Poland",4,2,"Friendly"
1687,"1934-05-24","Mexico","United States",2,4,"FIFA World Cup qualification"
1688,"1934-05-27","Argentina","Sweden",2,3,"FIFA World Cup"
1689,"1934-05-27","Austria","France",3,2,"FIFA World Cup"
1690,"1934-05-27","Belgium","Germany",2,5,"FIFA World Cup"
1691,"1934-05-27","Brazil","Spain",1,3,"FIFA World Cup"
1692,"1934-05-27","Czechoslovakia","Romania",2,1,"FIFA World Cup"
1693,"1934-05-27","Egypt","Hungary",2,4,"FIFA World Cup"
1694,"1934-05-27","Italy","United States",7,1,"FIFA World Cup"
1695,"1934-05-27","Netherlands","Switzerland",2,3,"FIFA World Cup"
1696,"1934-05-31","Austria","Hungary",2,1,"FIFA World Cup"
1697,"1934-05-31","Czechoslovakia","Switzerland",3,2,"FIFA World Cup"
1698,"1934-05-31","Germany","Sweden",2,1,"FIFA World Cup"
1699,"1934-05-31","Italy","Spain",1,1,"FIFA World Cup"
1700,"1934-06-01","Italy","Spain",1,0,"FIFA World Cup"
1701,"1934-06-03","Czechoslovakia","Germany",3,1,"FIFA World Cup"
1702,"1934-06-03","Italy","Austria",1,0,"FIFA World Cup"
1703,"1934-06-03","Yugoslavia","Brazil",8,4,"Friendly"
1704,"1934-06-07","Austria","Germany",2,3,"FIFA World Cup"
1705,"1934-06-10","Italy","Czechoslovakia",2,1,"FIFA World Cup"
1706,"1934-06-10","Lithuania","Latvia",2,0,"Friendly"
1707,"1934-06-17","Denmark","Sweden",3,5,"Nordic Championship"
1708,"1934-06-17","Catalonia","Brazil",2,1,"Friendly"
1709,"1934-06-24","Catalonia","Brazil",2,2,"Friendly"
1710,"1934-06-29","Lithuania","Estonia",1,1,"Friendly"
1711,"1934-07-01","Sweden","Norway",3,3,"Nordic Championship"
1712,"1934-07-03","Finland","Denmark",2,1,"Nordic Championship"
1713,"1934-07-18","Uruguay","Argentina",2,2,"Friendly"
1714,"1934-07-22","Curaçao","Suriname",3,1,"Friendly"
1715,"1934-07-25","Curaçao","Suriname",3,2,"Friendly"
1716,"1934-07-29","Curaçao","Suriname",2,2,"Friendly"
1717,"1934-07-31","Aruba","Suriname",1,1,"Friendly"
1718,"1934-08-06","Suriname","Trinidad and Tobago",3,3,"Friendly"
1719,"1934-08-08","Estonia","Finland",1,1,"Friendly"
1720,"1934-08-10","Estonia","Hungary",2,2,"Friendly"
1721,"1934-08-14","Latvia","Finland",1,1,"Friendly"
1722,"1934-08-15","Argentina","Uruguay",1,0,"Friendly"
1723,"1934-08-16","Lithuania","Finland",1,0,"Friendly"
1724,"1934-08-26","Yugoslavia","Poland",4,1,"Friendly"
1725,"1934-09-02","Czechoslovakia","Yugoslavia",3,1,"Friendly"
1726,"1934-09-02","Norway","Finland",4,2,"Nordic Championship"
1727,"1934-09-09","Latvia","Lithuania",1,3,"Friendly"
1728,"1934-09-09","Poland","Germany",2,5,"Friendly"
1729,"1934-09-23","Austria","Czechoslovakia",2,2,"Central European International Cup"
1730,"1934-09-23","Finland","Sweden",5,4,"Nordic Championship"
1731,"1934-09-23","Norway","Denmark",3,1,"Nordic Championship"
1732,"1934-09-23","Sweden","Latvia",3,1,"Friendly"
1733,"1934-09-29","Wales","England",0,4,"British Home Championship"
1734,"1934-10-07","Denmark","Germany",2,5,"Friendly"
1735,"1934-10-07","Hungary","Austria",3,1,"Central European International Cup"
1736,"1934-10-14","Latvia","Poland",2,6,"Friendly"
1737,"1934-10-14","Poland","Romania",3,3,"Friendly"
1738,"1934-10-14","Switzerland","Czechoslovakia",2,2,"Central European International Cup"
1739,"1934-10-20","Northern Ireland","Scotland",2,1,"British Home Championship"
1740,"1934-11-04","Switzerland","Netherlands",2,4,"Friendly"
1741,"1934-11-11","Austria","Switzerland",3,0,"Central European International Cup"
1742,"1934-11-14","England","Italy",3,2,"Friendly"
1743,"1934-11-21","Scotland","Wales",3,2,"British Home Championship"
1744,"1934-12-09","Italy","Hungary",4,2,"Friendly"
1745,"1934-12-15","Republic of Ireland","Hungary",2,4,"Friendly"
1746,"1934-12-16","France","Yugoslavia",3,2,"Friendly"
1747,"1934-12-23","Greece","Yugoslavia",2,1,"Balkan Cup"
1748,"1934-12-25","Bulgaria","Yugoslavia",3,4,"Balkan Cup"
1749,"1934-12-27","Greece","Romania",2,2,"Balkan Cup"
1750,"1934-12-30","Bulgaria","Romania",2,3,"Balkan Cup"
1751,"1935-01-01","Greece","Bulgaria",1,2,"Balkan Cup"
1752,"1935-01-01","Romania","Yugoslavia",0,4,"Balkan Cup"
1753,"1935-01-06","Argentina","Chile",4,1,"Copa América"
1754,"1935-01-13","Peru","Uruguay",0,1,"Copa América"
1755,"1935-01-18","Chile","Uruguay",1,2,"Copa América"
1756,"1935-01-20","Peru","Argentina",1,4,"Copa América"
1757,"1935-01-24","Spain","France",2,0,"Friendly"
1758,"1935-01-26","Peru","Chile",1,0,"Copa América"
1759,"1935-01-27","Argentina","Uruguay",0,3,"Copa América"
1760,"1935-01-27","Germany","Switzerland",4,0,"Friendly"
1761,"1935-02-06","England","Northern Ireland",2,1,"British Home Championship"
1762,"1935-02-17","Italy","France",2,1,"Friendly"
1763,"1935-02-17","Netherlands","Germany",2,3,"Friendly"
1764,"1935-02-22","Uganda","Kenya",5,1,"Friendly"
1765,"1935-03-17","Czechoslovakia","Switzerland",3,1,"Central European International Cup"
1766,"1935-03-17","France","Germany",1,3,"Friendly"
1767,"1935-03-23","Curaçao","Aruba",2,0,"Friendly"
1768,"1935-03-24","Austria","Italy",0,2,"Central European International Cup"
1769,"1935-03-24","Curaçao","Aruba",4,0,"Friendly"
1770,"1935-03-27","Wales","Northern Ireland",3,1,"British Home Championship"
1771,"1935-03-31","Netherlands","Belgium",4,2,"Friendly"
1772,"1935-04-06","Scotland","England",2,0,"British Home Championship"
1773,"1935-04-14","Belgium","France",1,1,"Friendly"
1774,"1935-04-14","Czechoslovakia","Austria",0,0,"Central European International Cup"
1775,"1935-04-14","Switzerland","Hungary",6,2,"Central European International Cup"
1776,"1935-04-28","Belgium","Germany",1,6,"Friendly"
1777,"1935-05-05","Portugal","Spain",3,3,"Friendly"
1778,"1935-05-05","Switzerland","Republic of Ireland",1,0,"Friendly"
1779,"1935-05-08","Germany","Republic of Ireland",3,1,"Friendly"
1780,"1935-05-11","Kenya","Uganda",1,3,"Friendly"
1781,"1935-05-12","Austria","Poland",5,2,"Friendly"
1782,"1935-05-12","Belgium","Netherlands",0,2,"Friendly"
1783,"1935-05-12","Germany","Spain",1,2,"Friendly"
1784,"1935-05-12","Hungary","Austria",6,3,"Friendly"
1785,"1935-05-18","Netherlands","England",0,1,"Friendly"
1786,"1935-05-19","France","Hungary",2,0,"Friendly"
1787,"1935-05-19","United States","Scotland",1,5,"Friendly"
1788,"1935-05-20","Suriname","Curaçao",0,1,"Friendly"
1789,"1935-05-22","Suriname","Curaçao",4,1,"Friendly"
1790,"1935-05-24","Suriname","Curaçao",2,1,"Friendly"
1791,"1935-05-26","Germany","Czechoslovakia",2,1,"Friendly"
1792,"1935-05-30","Belgium","Switzerland",2,2,"Friendly"
1793,"1935-05-30","Latvia","Lithuania",6,1,"Friendly"
1794,"1935-06-09","United States","Scotland",1,4,"Friendly"
1795,"1935-06-12","Latvia","Estonia",1,1,"Friendly"
1796,"1935-06-12","Sweden","Finland",2,2,"Nordic Championship"
1797,"1935-06-16","Bulgaria","Greece",5,2,"Balkan Cup"
1798,"1935-06-16","Sweden","Denmark",3,1,"Nordic Championship"
1799,"1935-06-17","Romania","Yugoslavia",0,2,"Balkan Cup"
1800,"1935-06-19","Bulgaria","Romania",4,0,"Balkan Cup"
1801,"1935-06-19","Estonia","Lithuania",2,2,"Friendly"
1802,"1935-06-21","Greece","Yugoslavia",1,6,"Balkan Cup"
1803,"1935-06-23","Denmark","Norway",1,0,"Nordic Championship"
1804,"1935-06-24","Bulgaria","Yugoslavia",3,3,"Balkan Cup"
1805,"1935-06-24","Greece","Romania",2,2,"Balkan Cup"
1806,"1935-06-27","Norway","Germany",1,1,"Friendly"
1807,"1935-06-30","Sweden","Germany",3,1,"Friendly"
1808,"1935-07-05","Latvia","Sweden",0,3,"Friendly"
1809,"1935-07-09","Estonia","Sweden",1,2,"Friendly"
1810,"1935-07-18","Uruguay","Argentina",1,1,"Friendly"
1811,"1935-07-19","Suriname","Trinidad and Tobago",0,3,"Friendly"
1812,"1935-08-07","Estonia","Finland",2,2,"Friendly"
1813,"1935-08-15","Argentina","Uruguay",3,0,"Friendly"
1814,"1935-08-18","Germany","Finland",6,0,"Friendly"
1815,"1935-08-18","Luxembourg","Germany",0,1,"Friendly"
1816,"1935-08-18","Poland","Yugoslavia",2,3,"Friendly"
1817,"1935-08-20","Estonia","Lithuania",1,2,"Baltic Cup"
1818,"1935-08-21","Latvia","Lithuania",2,2,"Baltic Cup"
1819,"1935-08-22","Estonia","Latvia",1,1,"Baltic Cup"
1820,"1935-08-25","Germany","Romania",4,2,"Friendly"
1821,"1935-09-01","Sweden","Romania",7,1,"Friendly"
1822,"1935-09-06","Yugoslavia","Czechoslovakia",0,0,"Friendly"
1823,"1935-09-08","Finland","Norway",1,5,"Nordic Championship"
1824,"1935-09-08","Lithuania","Latvia",2,2,"Friendly"
1825,"1935-09-15","Germany","Estonia",5,0,"Friendly"
1826,"1935-09-15","Germany","Poland",1,0,"Friendly"
1827,"1935-09-15","Poland","Latvia",3,3,"Friendly"
1828,"1935-09-18","Lithuania","Estonia",2,2,"Friendly"
1829,"1935-09-20","Curaçao","Aruba",1,0,"Friendly"
1830,"1935-09-22","Hungary","Czechoslovakia",1,0,"Central European International Cup"
1831,"1935-09-22","Norway","Sweden",0,2,"Nordic Championship"
1832,"1935-10-05","Wales","Scotland",1,1,"British Home Championship"
1833,"1935-10-06","Austria","Hungary",4,4,"Central European International Cup"
1834,"1935-10-06","Denmark","Finland",5,1,"Nordic Championship"
